subtype,species_latin_name,species_common_name,species_description,SD_prompt
trogoniformes,Trogon collaris,Collared Trogon, Red and green bird with a white collar and belly. It has a yellow beak.,A photograph of a Collared Trogon (Trogon collaris): Red and green bird with a white collar and belly. It has a yellow beak.
trogoniformes,Trogon curucui,Blue-crowned Trogon," Blue, green, and red bird with a white belly. It has a blue crown and eye ring.","A photograph of a Blue-crowned Trogon (Trogon curucui): Blue, green, and red bird with a white belly. It has a blue crown and eye ring."
trogoniformes,Trogon surrucura,Surucua Trogon, Green and red bird with a white belly and tail. It has a yellow beak.,A photograph of a Surucua Trogon (Trogon surrucura): Green and red bird with a white belly and tail. It has a yellow beak.
trogoniformes,Trogon personatus,Masked Trogon, Red and green bird with a white belly and black mask. It has a yellow beak.,A photograph of a Masked Trogon (Trogon personatus): Red and green bird with a white belly and black mask. It has a yellow beak.
trogoniformes,Trogon rufus,Black-throated Trogon, Green and yellow bird with a black throat. It has a blue eye ring.,A photograph of a Black-throated Trogon (Trogon rufus): Green and yellow bird with a black throat. It has a blue eye ring.
trogoniformes,Trogon elegans,Elegant Trogon, Green and red bird with a white band on its tail. It has a yellow beak.,A photograph of a Elegant Trogon (Trogon elegans): Green and red bird with a white band on its tail. It has a yellow beak.
trogoniformes,Trogon citreolus,Citreoline Trogon, Yellow and green bird with a white belly. It has a blue eye ring.,A photograph of a Citreoline Trogon (Trogon citreolus): Yellow and green bird with a white belly. It has a blue eye ring.
trogoniformes,Trogon bairdii,Baird's Trogon, Red and green bird with a white belly. It has a yellow beak.,A photograph of a Baird's Trogon (Trogon bairdii): Red and green bird with a white belly. It has a yellow beak.
trogoniformes,Trogon clathratus,Lattice-tailed Trogon, Green and red bird with a white belly and lattice pattern on its tail.,A photograph of a Lattice-tailed Trogon (Trogon clathratus): Green and red bird with a white belly and lattice pattern on its tail.
trogoniformes,Apaloderma narina,Narina Trogon, Green and red bird with a white belly. It has a yellow beak.,A photograph of a Narina Trogon (Apaloderma narina): Green and red bird with a white belly. It has a yellow beak.
trogoniformes,Trogon comptus,Bare-faced Trogon, Green and red bird with a white belly and bare blue skin around its eye.,A photograph of a Bare-faced Trogon (Trogon comptus): Green and red bird with a white belly and bare blue skin around its eye.
trogoniformes,Trogon massena,Slaty-tailed Trogon, Red and green bird with a white belly and slaty tail. It has a yellow beak.,A photograph of a Slaty-tailed Trogon (Trogon massena): Red and green bird with a white belly and slaty tail. It has a yellow beak.
trogoniformes,Trogon ramonianus,Amazonian Trogon, Green and yellow bird with a white belly. It has a blue eye ring.,A photograph of a Amazonian Trogon (Trogon ramonianus): Green and yellow bird with a white belly. It has a blue eye ring.
trogoniformes,Trogon violaceus,Guianan Trogon, Green and red bird with a white belly. It has a yellow beak.,A photograph of a Guianan Trogon (Trogon violaceus): Green and red bird with a white belly. It has a yellow beak.
trogoniformes,Trogon caligatus,Gartered Trogon, Green and yellow bird with a white belly and blue eye ring. It has a yellow beak.,A photograph of a Gartered Trogon (Trogon caligatus): Green and yellow bird with a white belly and blue eye ring. It has a yellow beak.
bucerotiformes,Buceros bicornis,Great Hornbill," Large bird with bright yellow and black casque on top of its massive bill. Body is predominantly white, with black flight feathers.","A photograph of a Great Hornbill (Buceros bicornis): Large bird with bright yellow and black casque on top of its massive bill. Body is predominantly white, with black flight feathers."
bucerotiformes,Buceros rhinoceros,Rhinoceros Hornbill," Notable for its large, orange or red bill and casque shaped like a rhinoceros horn. Body is black with white tail feathers.","A photograph of a Rhinoceros Hornbill (Buceros rhinoceros): Notable for its large, orange or red bill and casque shaped like a rhinoceros horn. Body is black with white tail feathers."
bucerotiformes,Rhinoplax vigil,Helmeted Hornbill," Recognizable by its solid red casque, which is used in aerial jousts. Body is black with a white belly and tail.","A photograph of a Helmeted Hornbill (Rhinoplax vigil): Recognizable by its solid red casque, which is used in aerial jousts. Body is black with a white belly and tail."
bucerotiformes,Ocyceros birostris,Indian Grey Hornbill," Small hornbill with grey feathers, a black casque, and a long tail. The eye is surrounded by a patch of bare, blue skin.","A photograph of a Indian Grey Hornbill (Ocyceros birostris): Small hornbill with grey feathers, a black casque, and a long tail. The eye is surrounded by a patch of bare, blue skin."
bucerotiformes,Tockus nasutus,African Grey Hornbill," Grey bird with a long, curved, red-and-black bill. Males have a larger casque and darker eyes than females.","A photograph of a African Grey Hornbill (Tockus nasutus): Grey bird with a long, curved, red-and-black bill. Males have a larger casque and darker eyes than females."
bucerotiformes,Tockus erythrorhynchus,Red-billed Hornbill," Small bird with a long, red bill. Its body is greyish-brown with white underparts and a white line down the middle of its back.","A photograph of a Red-billed Hornbill (Tockus erythrorhynchus): Small bird with a long, red bill. Its body is greyish-brown with white underparts and a white line down the middle of its back."
bucerotiformes,Tockus leucomelas,Southern Yellow-billed Hornbill, Known for its large yellow bill. Body is mottled grey with a white belly.,A photograph of a Southern Yellow-billed Hornbill (Tockus leucomelas): Known for its large yellow bill. Body is mottled grey with a white belly.
bucerotiformes,Tockus flavirostris,Eastern Yellow-billed Hornbill," Similar to the Southern Yellow-billed Hornbill, but with a slightly smaller bill and darker body feathers.","A photograph of a Eastern Yellow-billed Hornbill (Tockus flavirostris): Similar to the Southern Yellow-billed Hornbill, but with a slightly smaller bill and darker body feathers."
bucerotiformes,Tockus deckeni,Von der Decken's Hornbill, Small bird with a red bill and a cream-colored casque. Body is black and white.,A photograph of a Von der Decken's Hornbill (Tockus deckeni): Small bird with a red bill and a cream-colored casque. Body is black and white.
bucerotiformes,Tockus fasciatus,African Pied Hornbill," Black and white bird with a large, red-and-yellow bill. The casque is small and pointed.","A photograph of a African Pied Hornbill (Tockus fasciatus): Black and white bird with a large, red-and-yellow bill. The casque is small and pointed."
bucerotiformes,Tockus hartlaubi,Black Dwarf Hornbill," Small, black bird with a large, red bill. The casque is small and yellow.","A photograph of a Black Dwarf Hornbill (Tockus hartlaubi): Small, black bird with a large, red bill. The casque is small and yellow."
bucerotiformes,Tockus monteiri,Monteiro's Hornbill, Large bird with a red bill and a cream-colored casque. Body is black and white.,A photograph of a Monteiro's Hornbill (Tockus monteiri): Large bird with a red bill and a cream-colored casque. Body is black and white.
bucerotiformes,Tockus camurus,Red-billed Dwarf Hornbill, Small bird with a red bill and no casque. Body is black with a white belly.,A photograph of a Red-billed Dwarf Hornbill (Tockus camurus): Small bird with a red bill and no casque. Body is black with a white belly.
bucerotiformes,Tockus alboterminatus,Crowned Hornbill," Medium-sized bird with a large, red bill and a small, yellow casque. Body is black with a white belly and a white line down the middle of its back.","A photograph of a Crowned Hornbill (Tockus alboterminatus): Medium-sized bird with a large, red bill and a small, yellow casque. Body is black with a white belly and a white line down the middle of its back."
bucerotiformes,Tockus bradfieldi,Bradfield's Hornbill, Large bird with a red bill and a cream-colored casque. Body is black and white.,A photograph of a Bradfield's Hornbill (Tockus bradfieldi): Large bird with a red bill and a cream-colored casque. Body is black and white.
bucerotiformes,Tockus jacksoni,Jackson's Hornbill," Medium-sized bird with a large, red bill and a small, yellow casque. Body is black with a white belly and a white line down the middle of its back.","A photograph of a Jackson's Hornbill (Tockus jacksoni): Medium-sized bird with a large, red bill and a small, yellow casque. Body is black with a white belly and a white line down the middle of its back."
bucerotiformes,Tockus rufirostris,African Red-billed Hornbill, Small bird with a red bill. Its body is greyish-brown with white underparts and a white line down the middle of its back.,A photograph of a African Red-billed Hornbill (Tockus rufirostris): Small bird with a red bill. Its body is greyish-brown with white underparts and a white line down the middle of its back.
bucerotiformes,Tockus damarensis,Damara Red-billed Hornbill," Similar to the African Red-billed Hornbill, but with a slightly smaller bill and darker body feathers.","A photograph of a Damara Red-billed Hornbill (Tockus damarensis): Similar to the African Red-billed Hornbill, but with a slightly smaller bill and darker body feathers."
bucerotiformes,Bucorvus leadbeateri,Southern Ground Hornbill," Large, black bird with a red throat pouch and white wing feathers. The bill is black and curved.","A photograph of a Southern Ground Hornbill (Bucorvus leadbeateri): Large, black bird with a red throat pouch and white wing feathers. The bill is black and curved."
bucerotiformes,Bucorvus abyssinicus,Abyssinian Ground Hornbill," Similar to the Southern Ground Hornbill, but with blue throat pouch and smaller size.","A photograph of a Abyssinian Ground Hornbill (Bucorvus abyssinicus): Similar to the Southern Ground Hornbill, but with blue throat pouch and smaller size."
coraciiformes,Coracias garrulus,European Roller, Bright blue body with black wings and a white belly.,A photograph of a European Roller (Coracias garrulus): Bright blue body with black wings and a white belly.
coraciiformes,Coracias benghalensis,Indian Roller, Blue body with a brownish crown and back.,A photograph of a Indian Roller (Coracias benghalensis): Blue body with a brownish crown and back.
coraciiformes,Eurystomus orientalis,Dollarbird," Dark blue-green body with a short, thick, orange bill.","A photograph of a Dollarbird (Eurystomus orientalis): Dark blue-green body with a short, thick, orange bill."
coraciiformes,Coracias cyanogaster,Blue-bellied Roller," Blue belly and wings, black back and tail, and a green head.","A photograph of a Blue-bellied Roller (Coracias cyanogaster): Blue belly and wings, black back and tail, and a green head."
coraciiformes,Coracias naevius,Purple Roller, Purple body with a brown back and a black tail.,A photograph of a Purple Roller (Coracias naevius): Purple body with a brown back and a black tail.
coraciiformes,Coracias abyssinica,Abyssinian Roller, Blue body with a black tail and a brown back.,A photograph of a Abyssinian Roller (Coracias abyssinica): Blue body with a black tail and a brown back.
coraciiformes,Coracias spatulatus,Racket-tailed Roller, Blue body with a black tail that ends in a racket shape.,A photograph of a Racket-tailed Roller (Coracias spatulatus): Blue body with a black tail that ends in a racket shape.
coraciiformes,Coracias caudatus,Lilac-breasted Roller," Lilac breast, green head, and blue wings and tail.","A photograph of a Lilac-breasted Roller (Coracias caudatus): Lilac breast, green head, and blue wings and tail."
coraciiformes,Eurystomus glaucurus,Broad-billed Roller, Blue body with a broad bill and a green back.,A photograph of a Broad-billed Roller (Eurystomus glaucurus): Blue body with a broad bill and a green back.
coraciiformes,Eurystomus orientalis,Oriental Dollarbird," Dark green body with a short, thick, red bill.","A photograph of a Oriental Dollarbird (Eurystomus orientalis): Dark green body with a short, thick, red bill."
coraciiformes,Eurystomus gularis,Blue-throated Roller, Blue throat and body with a black back and tail.,A photograph of a Blue-throated Roller (Eurystomus gularis): Blue throat and body with a black back and tail.
coraciiformes,Eurystomus azureus,Azure Roller, Azure body with a black back and tail.,A photograph of a Azure Roller (Eurystomus azureus): Azure body with a black back and tail.
coraciiformes,Coracias temminckii,Purple-winged Roller," Purple wings, green body, and a black tail.","A photograph of a Purple-winged Roller (Coracias temminckii): Purple wings, green body, and a black tail."
coraciiformes,Ifrita kowaldi,Blue-capped Ifrita," Blue cap, brown body, and a long, thin bill.","A photograph of a Blue-capped Ifrita (Ifrita kowaldi): Blue cap, brown body, and a long, thin bill."
coraciiformes,Eurystomus azureus,Cinnamon Roller, Cinnamon-colored body with a black back and tail.,A photograph of a Cinnamon Roller (Eurystomus azureus): Cinnamon-colored body with a black back and tail.
coraciiformes,Merops philippinus,Blue-tailed Bee-eater," Green body, blue tail, and a black eye stripe.","A photograph of a Blue-tailed Bee-eater (Merops philippinus): Green body, blue tail, and a black eye stripe."
coraciiformes,Nyctyornis amictus,Red-bearded Bee-eater," Red beard, green body, and a black eye stripe.","A photograph of a Red-bearded Bee-eater (Nyctyornis amictus): Red beard, green body, and a black eye stripe."
coraciiformes,Nyctyornis athertoni,Blue-bearded Bee-eater," Blue beard, green body, and a black eye stripe.","A photograph of a Blue-bearded Bee-eater (Nyctyornis athertoni): Blue beard, green body, and a black eye stripe."
piciformes,Dendrocopos major,Great Spotted Woodpecker," Black and white plumage, red underparts, and a distinctive red patch on the nape.","A photograph of a Great Spotted Woodpecker (Dendrocopos major): Black and white plumage, red underparts, and a distinctive red patch on the nape."
piciformes,Picus viridis,Green Woodpecker," Bright green upperparts, yellowish underparts, and a red crown.","A photograph of a Green Woodpecker (Picus viridis): Bright green upperparts, yellowish underparts, and a red crown."
piciformes,Colaptes auratus,Northern Flicker," Brownish color with black-scalloped plumage, a black bib, and a red nape.","A photograph of a Northern Flicker (Colaptes auratus): Brownish color with black-scalloped plumage, a black bib, and a red nape."
piciformes,Picoides pubescens,Downy Woodpecker," Black and white plumage, a white belly, and a red patch on the head.","A photograph of a Downy Woodpecker (Picoides pubescens): Black and white plumage, a white belly, and a red patch on the head."
piciformes,Picoides tridactylus,Eurasian Three-toed Woodpecker," Black and white plumage, yellow cap, and three toes instead of four.","A photograph of a Eurasian Three-toed Woodpecker (Picoides tridactylus): Black and white plumage, yellow cap, and three toes instead of four."
piciformes,Melanerpes erythrocephalus,Red-headed Woodpecker," Entirely crimson head, white underparts, and black wings.","A photograph of a Red-headed Woodpecker (Melanerpes erythrocephalus): Entirely crimson head, white underparts, and black wings."
piciformes,Dryocopus pileatus,Pileated Woodpecker," Black body, white stripes on the face, and a flaming-red crest.","A photograph of a Pileated Woodpecker (Dryocopus pileatus): Black body, white stripes on the face, and a flaming-red crest."
piciformes,Melanerpes flavifrons,Yellow-fronted Woodpecker," Yellow forehead, black body, and white underparts.","A photograph of a Yellow-fronted Woodpecker (Melanerpes flavifrons): Yellow forehead, black body, and white underparts."
piciformes,Campephilus principalis,Ivory-billed Woodpecker," Black body, white stripes on the neck, and a red crest.","A photograph of a Ivory-billed Woodpecker (Campephilus principalis): Black body, white stripes on the neck, and a red crest."
piciformes,Dendrocopos leucotos,White-backed Woodpecker," White underparts, black wings, and a red crown.","A photograph of a White-backed Woodpecker (Dendrocopos leucotos): White underparts, black wings, and a red crown."
piciformes,Dryobates minor,Lesser Spotted Woodpecker," White underparts, black wings, and a red crown.","A photograph of a Lesser Spotted Woodpecker (Dryobates minor): White underparts, black wings, and a red crown."
piciformes,Dryocopus martius,Black Woodpecker, Entirely black plumage and a red crown.,A photograph of a Black Woodpecker (Dryocopus martius): Entirely black plumage and a red crown.
piciformes,Picus canus,Grey-headed Woodpecker," Grey head, green body, and a red patch on the belly.","A photograph of a Grey-headed Woodpecker (Picus canus): Grey head, green body, and a red patch on the belly."
piciformes,Dendrocoptes medius,Middle Spotted Woodpecker," White underparts, black wings, and a red crown.","A photograph of a Middle Spotted Woodpecker (Dendrocoptes medius): White underparts, black wings, and a red crown."
piciformes,Dryocopus javensis,White-bellied Woodpecker," Black body, white belly, and a red crest.","A photograph of a White-bellied Woodpecker (Dryocopus javensis): Black body, white belly, and a red crest."
piciformes,Sphyrapicus varius,Yellow-bellied Sapsucker," Black wings, white underparts, and a yellow belly.","A photograph of a Yellow-bellied Sapsucker (Sphyrapicus varius): Black wings, white underparts, and a yellow belly."
piciformes,Melanerpes carolinus,Red-bellied Woodpecker," Grey body, black and white wings, and a red cap.","A photograph of a Red-bellied Woodpecker (Melanerpes carolinus): Grey body, black and white wings, and a red cap."
piciformes,Picoides villosus,Hairy Woodpecker," Black and white plumage, white belly, and a red patch on the head.","A photograph of a Hairy Woodpecker (Picoides villosus): Black and white plumage, white belly, and a red patch on the head."
piciformes,Melanerpes lewis,Lewis's Woodpecker," Greenish-black body, red face, and a grey collar.","A photograph of a Lewis's Woodpecker (Melanerpes lewis): Greenish-black body, red face, and a grey collar."
piciformes,Melanerpes uropygialis,Gila Woodpecker," Grey body, black and white wings, and a red cap.","A photograph of a Gila Woodpecker (Melanerpes uropygialis): Grey body, black and white wings, and a red cap."
cariamiformes,Chunga burmeisteri,Black-legged Seriema," Similar in size to its red-legged cousin, this species has black legs, a dark grey body, and a crest of black feathers.","A photograph of a Black-legged Seriema (Chunga burmeisteri): Similar in size to its red-legged cousin, this species has black legs, a dark grey body, and a crest of black feathers."
falconiformes,Falco peregrinus,Peregrine Falcon," Blue-grey back, barred white underparts, and a black head.","A photograph of a Peregrine Falcon (Falco peregrinus): Blue-grey back, barred white underparts, and a black head."
falconiformes,Buteo buteo,Common Buzzard," Brown upperparts and pale underparts, with variation in plumage.","A photograph of a Common Buzzard (Buteo buteo): Brown upperparts and pale underparts, with variation in plumage."
falconiformes,Falco sparverius,American Kestrel, Small falcon with two black facial stripes and a rufous tail.,A photograph of a American Kestrel (Falco sparverius): Small falcon with two black facial stripes and a rufous tail.
falconiformes,Falco columbarius,Merlin," Small, powerful falcon with a blue-grey back, orange-barred underparts and a broad, dark terminal band on the tail.","A photograph of a Merlin (Falco columbarius): Small, powerful falcon with a blue-grey back, orange-barred underparts and a broad, dark terminal band on the tail."
falconiformes,Falco biarmicus,Lanner Falcon," Grey upperparts, rufous nape and white underparts with dark streaks.","A photograph of a Lanner Falcon (Falco biarmicus): Grey upperparts, rufous nape and white underparts with dark streaks."
falconiformes,Falco cherrug,Saker Falcon, Large falcon with grey upperparts and contrasting brown underparts.,A photograph of a Saker Falcon (Falco cherrug): Large falcon with grey upperparts and contrasting brown underparts.
falconiformes,Falco rusticolus,Gyrfalcon," Largest falcon species with a thickset body and broad wings, plumage varies from grey to nearly white.","A photograph of a Gyrfalcon (Falco rusticolus): Largest falcon species with a thickset body and broad wings, plumage varies from grey to nearly white."
falconiformes,Parabuteo unicinctus,Harris's Hawk," Dark brown with reddish shoulders, long yellow legs.","A photograph of a Harris's Hawk (Parabuteo unicinctus): Dark brown with reddish shoulders, long yellow legs."
psittaciformes,Ara macao,Scarlet Macaw," Vibrant red feathers with yellow and blue on wings and tail. White skin around eyes and large, strong beak.","A photograph of a Scarlet Macaw (Ara macao): Vibrant red feathers with yellow and blue on wings and tail. White skin around eyes and large, strong beak."
psittaciformes,Ara ararauna,Blue-and-yellow Macaw," Blue top parts and yellow underparts. Green forehead, white face, and black beak.","A photograph of a Blue-and-yellow Macaw (Ara ararauna): Blue top parts and yellow underparts. Green forehead, white face, and black beak."
psittaciformes,Anodorhynchus hyacinthinus,Hyacinth Macaw, Entirely cobalt blue with yellow around the eyes and beak. The largest macaw species.,A photograph of a Hyacinth Macaw (Anodorhynchus hyacinthinus): Entirely cobalt blue with yellow around the eyes and beak. The largest macaw species.
psittaciformes,Psittacus erithacus,African Grey Parrot," Grey feathers, white face, black beak, and bright red tail.","A photograph of a African Grey Parrot (Psittacus erithacus): Grey feathers, white face, black beak, and bright red tail."
psittaciformes,Myiopsitta monachus,Monk Parakeet," Bright green body, pale grey forehead and breast, and long pointed tail.","A photograph of a Monk Parakeet (Myiopsitta monachus): Bright green body, pale grey forehead and breast, and long pointed tail."
psittaciformes,Melopsittacus undulatus,Budgerigar," Small size, green body, yellow head, and black-striped back.","A photograph of a Budgerigar (Melopsittacus undulatus): Small size, green body, yellow head, and black-striped back."
psittaciformes,Nymphicus hollandicus,Cockatiel," Grey body, yellow face, and a distinctive crest. Males have a bright yellow face, females have grey.","A photograph of a Cockatiel (Nymphicus hollandicus): Grey body, yellow face, and a distinctive crest. Males have a bright yellow face, females have grey."
psittaciformes,Trichoglossus moluccanus,Rainbow Lorikeet," Brightly colored with blue head, green wings, and red breast. Orange beak.","A photograph of a Rainbow Lorikeet (Trichoglossus moluccanus): Brightly colored with blue head, green wings, and red breast. Orange beak."
psittaciformes,Aratinga solstitialis,Sun Conure, Bright yellow and orange with green wings and blue tail and flight feathers.,A photograph of a Sun Conure (Aratinga solstitialis): Bright yellow and orange with green wings and blue tail and flight feathers.
psittaciformes,Eclectus roratus,Eclectus Parrot," Strong sexual dimorphism. Males are bright green, females are bright red and purple.","A photograph of a Eclectus Parrot (Eclectus roratus): Strong sexual dimorphism. Males are bright green, females are bright red and purple."
psittaciformes,Nestor notabilis,Kea, Olive-green with orange underwings. Large curved grey beak.,A photograph of a Kea (Nestor notabilis): Olive-green with orange underwings. Large curved grey beak.
psittaciformes,Strigops habroptila,Kakapo," Flightless, greenish-yellow with black or dark brown barring. Large grey beak.","A photograph of a Kakapo (Strigops habroptila): Flightless, greenish-yellow with black or dark brown barring. Large grey beak."
psittaciformes,Eolophus roseicapilla,Galah," Pink chest and face, grey wings, and a crest. Light pink beak.","A photograph of a Galah (Eolophus roseicapilla): Pink chest and face, grey wings, and a crest. Light pink beak."
psittaciformes,Lophochroa leadbeateri,Major Mitchell's Cockatoo, Pink and white with a distinctive red and yellow crest. White beak.,A photograph of a Major Mitchell's Cockatoo (Lophochroa leadbeateri): Pink and white with a distinctive red and yellow crest. White beak.
psittaciformes,Probosciger aterrimus,Palm Cockatoo, Large black or smoky-grey with a large crest and red cheeks. Large black beak.,A photograph of a Palm Cockatoo (Probosciger aterrimus): Large black or smoky-grey with a large crest and red cheeks. Large black beak.
psittaciformes,Cacatua galerita,Sulphur-crested Cockatoo, White with a distinctive yellow crest. Black beak.,A photograph of a Sulphur-crested Cockatoo (Cacatua galerita): White with a distinctive yellow crest. Black beak.
psittaciformes,Amazona aestiva,Blue-fronted Amazon," Green with blue forehead, yellow face, and red at the wings. Dark grey beak.","A photograph of a Blue-fronted Amazon (Amazona aestiva): Green with blue forehead, yellow face, and red at the wings. Dark grey beak."
psittaciformes,Amazona amazonica,Orange-winged Amazon," Green with blue forehead, yellow cheeks, and orange at the wings. Dark grey beak.","A photograph of a Orange-winged Amazon (Amazona amazonica): Green with blue forehead, yellow cheeks, and orange at the wings. Dark grey beak."
psittaciformes,Amazona autumnalis,Red-lored Amazon," Green with red forehead, yellow cheeks, and blue at the crown. Dark grey beak.","A photograph of a Red-lored Amazon (Amazona autumnalis): Green with red forehead, yellow cheeks, and blue at the crown. Dark grey beak."
psittaciformes,Amazona oratrix,Yellow-headed Amazon, Green with yellow head. Dark grey beak.,A photograph of a Yellow-headed Amazon (Amazona oratrix): Green with yellow head. Dark grey beak.
passeriformes,Turdus migratorius,American Robin, Bright orange belly and dark gray upper body with a white eye ring.,A photograph of a American Robin (Turdus migratorius): Bright orange belly and dark gray upper body with a white eye ring.
passeriformes,Passer domesticus,House Sparrow," Brown and black streaked upper body, grayish underparts, and a small black bib.","A photograph of a House Sparrow (Passer domesticus): Brown and black streaked upper body, grayish underparts, and a small black bib."
passeriformes,Cyanocitta cristata,Blue Jay," Bright blue upper body, white chest, black necklace, and a crest on the head.","A photograph of a Blue Jay (Cyanocitta cristata): Bright blue upper body, white chest, black necklace, and a crest on the head."
passeriformes,Cardinalis cardinalis,Northern Cardinal, Bright red bird with a pointed crest and a black mask on the face.,A photograph of a Northern Cardinal (Cardinalis cardinalis): Bright red bird with a pointed crest and a black mask on the face.
passeriformes,Sturnus vulgaris,Common Starling," Glossy black bird with purple and green iridescence and a short, square tail.","A photograph of a Common Starling (Sturnus vulgaris): Glossy black bird with purple and green iridescence and a short, square tail."
passeriformes,Corvus brachyrhynchos,American Crow, Entirely black bird with a fan-shaped tail and a strong bill.,A photograph of a American Crow (Corvus brachyrhynchos): Entirely black bird with a fan-shaped tail and a strong bill.
passeriformes,Sialia sialis,Eastern Bluebird," Bright blue back, red-orange chest, and white belly.","A photograph of a Eastern Bluebird (Sialia sialis): Bright blue back, red-orange chest, and white belly."
passeriformes,Poecile atricapillus,Black-capped Chickadee," Black cap and bib, white cheeks, and buff-colored sides.","A photograph of a Black-capped Chickadee (Poecile atricapillus): Black cap and bib, white cheeks, and buff-colored sides."
passeriformes,Spinus tristis,American Goldfinch, Bright yellow bird with black wings and a black forehead.,A photograph of a American Goldfinch (Spinus tristis): Bright yellow bird with black wings and a black forehead.
passeriformes,Agelaius phoeniceus,Red-winged Blackbird, Black bird with red and yellow shoulder patches.,A photograph of a Red-winged Blackbird (Agelaius phoeniceus): Black bird with red and yellow shoulder patches.
passeriformes,Setophaga petechia,Yellow Warbler," Entirely yellow bird with thin, pointed beak.","A photograph of a Yellow Warbler (Setophaga petechia): Entirely yellow bird with thin, pointed beak."
passeriformes,Melospiza melodia,Song Sparrow," Brown streaked upper body, white underparts with dark streaks, and a long, rounded tail.","A photograph of a Song Sparrow (Melospiza melodia): Brown streaked upper body, white underparts with dark streaks, and a long, rounded tail."
passeriformes,Mimus polyglottos,Northern Mockingbird," Gray bird with a long tail, white wing patches, and a thin, curved beak.","A photograph of a Northern Mockingbird (Mimus polyglottos): Gray bird with a long tail, white wing patches, and a thin, curved beak."
passeriformes,Junco hyemalis,Dark-eyed Junco, Gray bird with a white belly and a pink bill.,A photograph of a Dark-eyed Junco (Junco hyemalis): Gray bird with a white belly and a pink bill.
passeriformes,Sitta carolinensis,White-breasted Nuthatch," Blue-gray upper body, white face and underparts, and a black cap.","A photograph of a White-breasted Nuthatch (Sitta carolinensis): Blue-gray upper body, white face and underparts, and a black cap."
passeriformes,Sturnus vulgaris,European Starling," Glossy black bird with a short tail and a long, pointed beak.","A photograph of a European Starling (Sturnus vulgaris): Glossy black bird with a short tail and a long, pointed beak."
passeriformes,Setophaga ruticilla,American Redstart," Black upper body, bright orange patches on the sides, wings, and tail.","A photograph of a American Redstart (Setophaga ruticilla): Black upper body, bright orange patches on the sides, wings, and tail."
passeriformes,Seiurus aurocapilla,Ovenbird," Olive-brown upper body, white underparts with dark streaks, and an orange crown.","A photograph of a Ovenbird (Seiurus aurocapilla): Olive-brown upper body, white underparts with dark streaks, and an orange crown."
passeriformes,Setophaga coronata,Yellow-rumped Warbler," Gray bird with a yellow rump, yellow patches on the sides, and a broken white eye ring.","A photograph of a Yellow-rumped Warbler (Setophaga coronata): Gray bird with a yellow rump, yellow patches on the sides, and a broken white eye ring."
passeriformes,Setophaga pinus,Pine Warbler," Olive-green upper body, yellowish underparts, and two white wing bars.","A photograph of a Pine Warbler (Setophaga pinus): Olive-green upper body, yellowish underparts, and two white wing bars."
